Event_ID,Event_Name,Parent_Event_ID,Event_Type,Probability_Type,Probability_Value,Distribution_Type,Min,Max,Mean,Median,Mode,StdDev,Lambda,Alpha,Beta,Shape,Scale,Fixed_Value,Consequence_Type,Consequence_Distribution,Consequence_Min,Consequence_Max,Consequence_Mean,Consequence_StdDev,Dependency_Type,Dependency_Condition,Correlation_Group,Notes
N0791,Alarm Resolution: node 87 - Route to secondary resolution using approved checkpoint process,N0009,Escalation,fixed,0.2539,fixed,,,,,,,,,,,,0.2539,Security,fixed,,,70,,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-09,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Route to secondary resolution using approved checkpoint process. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0792,Alarm Resolution: node 88 - Residual risk remains and is flagged for review,N0009,Outcome,normal,,normal,,,0.2716,,,0.0326,,,,,,,Operational,uniform,67,84,75.5,4.9,conditional,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-09,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Residual risk remains and is flagged for review. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0793,Alarm Resolution: node 89 - Apply standard operating procedure without describing restricted methods,N0009,Recovery,poisson,,poisson,,,1.3048,,74,,1.3048,,,,,,Reputational,triangular,66,92,74,,requires_parent_success,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-09,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Apply standard operating procedure without describing restricted methods. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0794,Alarm Resolution: node 90 - inconsistent passenger explanation requiring additional screening,N0009,Observation,triangular,,triangular,0.3078,0.5478,0.4278,,0.4278,,,,,,,,Financial,normal,,,76,13.7,blocks_if_detected,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-09,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: inconsistent passenger explanation requiring additional screening. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0795,Alarm Resolution: node 91 - False alarm resolved with no prohibited item found,N0009,Phase,lognormal,,lognormal,,,0.3994,,,0.0799,,,,0.330,0.3994,,Legal/Compliance,lognormal,,,78,19.5,mitigates_parent,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-10,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: False alarm resolved with no prohibited item found. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0796,Alarm Resolution: node 92 - workflow interruption that could create screening distraction,N0009,Decision,uniform,,uniform,0.2697,0.4697,0.3697,,,,,,,,,54,Workforce,fixed,,,54,,escalates_if_unresolved,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-10,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: workflow interruption that could create screening distraction. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0797,Alarm Resolution: node 93 - Preserve chain-of-custody language at a generic level,N0009,Control,beta,,beta,,,0.3797,,,,,9.493,15.507,,,,Passenger Experience,uniform,51,68,59.5,4.9,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-10,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Preserve chain-of-custody language at a generic level. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0798,Alarm Resolution: node 94 - alarm requiring standard resolution before access is granted,N0009,Observation,fixed,0.3690,fixed,,,,,58,,,,,,,0.3690,Security,triangular,50,76,58,,conditional,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-10,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: alarm requiring standard resolution before access is granted. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0799,Alarm Resolution: node 95 - incomplete divestiture or preparation requiring re-screening,N0009,Detection,normal,,normal,,,0.3142,,,0.0377,,,,,,,Operational,normal,,,60,10.8,requires_parent_success,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-10,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: incomplete divestiture or preparation requiring re-screening. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0800,Alarm Resolution: node 96 - Confirm the event through a second independent screening cue,N0009,Escalation,poisson,,poisson,,,0.9347,,,,0.9347,,,0.35,60,,Reputational,lognormal,,,62,15.5,blocks_if_detected,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-10,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Confirm the event through a second independent screening cue. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0801,Alarm Resolution: node 97 - Checkpoint returns to baseline operating posture,N0009,Outcome,triangular,,triangular,0.1652,0.4052,0.2852,,0.2852,,,,,,,64,Financial,fixed,,,64,,mitigates_parent,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-10,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Checkpoint returns to baseline operating posture. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0802,Alarm Resolution: node 98 - Close the loop with after-action documentation,N0009,Recovery,lognormal,,lognormal,,,0.2941,,,0.0588,,,,0.309,0.2941,,Legal/Compliance,uniform,61,78,69.5,4.9,escalates_if_unresolved,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-10,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Close the loop with after-action documentation. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0803,Alarm Resolution: node 99 - generic anomaly associated with a prohibited item attempt,N0009,Observation,uniform,,uniform,0.1554,0.3554,0.2554,,68,,,,,,,,Workforce,triangular,60,86,68,,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-10,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: generic anomaly associated with a prohibited item attempt. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
